transaction_id,customer_id,account_id,txn_type,amount,channel,branch_id,txn_date,status,description
TXN002757,CUST0569,ACC13078,NEFT,326213.38,internet,BR003,2024-07-26,SUCCESS,NEFT via internet
TXN002758,CUST0134,ACC35164,PAYMENT,303942.03,branch,BR008,2024-07-04,SUCCESS,PAYMENT via branch
TXN002759,CUST0029,ACC14346,WITHDRAWAL,37590.44,mobile,BR010,2024-02-11,SUCCESS,WITHDRAWAL via mobile
TXN002760,CUST0991,ACC10029,LOAN_EMI,141601.12,upi,BR004,2024-07-09,SUCCESS,LOAN_EMI via upi
TXN002761,CUST0161,ACC19776,LOAN_EMI,496412.15,pos,BR001,2024-02-01,SUCCESS,LOAN_EMI via pos
TXN002762,CUST0538,ACC61613,WITHDRAWAL,400133.97,atm,BR005,2024-08-23,SUCCESS,WITHDRAWAL via atm
TXN002763,CUST0320,ACC92423,RTGS,285386.33,branch,BR006,2024-08-08,SUCCESS,RTGS via branch
TXN002764,CUST0945,ACC13507,ATM_WITHDRAWAL,227149.27,pos,BR007,2024-08-22,SUCCESS,ATM_WITHDRAWAL via pos
TXN002765,CUST0463,ACC33790,DEPOSIT,292058.26,atm,BR002,2024-01-26,SUCCESS,DEPOSIT via atm
TXN002766,CUST0199,ACC70040,TRANSFER,216230.97,mobile,BR003,2024-01-12,SUCCESS,TRANSFER via mobile
TXN002767,CUST0397,ACC84398,RTGS,219471.97,mobile,BR005,2024-06-20,PENDING,RTGS via mobile
TXN002768,CUST0107,ACC97106,FD_BOOKING,181019.75,upi,BR008,2024-10-07,SUCCESS,FD_BOOKING via upi
TXN002769,CUST0898,ACC74080,UPI,3655.79,branch,BR006,2024-05-22,SUCCESS,UPI via branch
TXN002770,CUST0854,ACC71150,UPI,102880.41,mobile,BR007,2024-01-27,FAILED,UPI via mobile
TXN002771,CUST0435,ACC76581,FD_BOOKING,203209.82,pos,BR009,2024-11-22,SUCCESS,FD_BOOKING via pos
TXN002772,CUST0773,ACC18236,DEPOSIT,463955.86,pos,BR006,2024-11-20,SUCCESS,DEPOSIT via pos
TXN002773,CUST0965,ACC55451,NEFT,189313.27,atm,BR010,2024-05-27,SUCCESS,NEFT via atm
TXN002774,CUST0714,ACC35499,ATM_WITHDRAWAL,136975.95,atm,BR001,2024-03-13,SUCCESS,ATM_WITHDRAWAL via atm
TXN002775,CUST0502,ACC61853,UPI,328960.67,internet,BR010,2024-07-26,SUCCESS,UPI via internet
TXN002776,CUST0271,ACC53880,NEFT,222280.47,upi,BR007,2024-07-20,SUCCESS,NEFT via upi
TXN002777,CUST0598,ACC92970,LOAN_EMI,486226.23,upi,BR002,2024-06-12,SUCCESS,LOAN_EMI via upi
TXN002778,CUST0829,ACC41275,LOAN_EMI,426849.02,internet,BR006,2024-11-02,SUCCESS,LOAN_EMI via internet
TXN002779,CUST0133,ACC43185,DEPOSIT,387348.93,mobile,BR008,2024-08-06,SUCCESS,DEPOSIT via mobile
TXN002780,CUST0006,ACC83289,LOAN_EMI,339645.11,upi,BR009,2024-10-13,SUCCESS,LOAN_EMI via upi
TXN002781,CUST0233,ACC94106,RTGS,129423.26,branch,BR004,2024-08-26,SUCCESS,RTGS via branch
TXN002782,CUST0287,ACC82609,DEPOSIT,386448.84,atm,BR009,2024-01-12,SUCCESS,DEPOSIT via atm
TXN002783,CUST0222,ACC36046,NEFT,185999.55,atm,BR010,2024-04-06,SUCCESS,NEFT via atm
TXN002784,CUST0124,ACC42463,ATM_WITHDRAWAL,300457.72,internet,BR009,2024-01-23,SUCCESS,ATM_WITHDRAWAL via internet
TXN002785,CUST0831,ACC13824,UPI,110783.34,mobile,BR001,2024-05-03,SUCCESS,UPI via mobile
TXN002786,CUST0740,ACC60636,PAYMENT,88421.29,upi,BR005,2024-01-11,SUCCESS,PAYMENT via upi
TXN002787,CUST0822,ACC28501,ATM_WITHDRAWAL,180545.98,mobile,BR009,2024-08-21,SUCCESS,ATM_WITHDRAWAL via mobile
TXN002788,CUST0211,ACC36488,LOAN_EMI,462270.18,atm,BR005,2024-11-14,SUCCESS,LOAN_EMI via atm
TXN002789,CUST0808,ACC61654,ATM_WITHDRAWAL,372808.94,mobile,BR004,2024-03-16,SUCCESS,ATM_WITHDRAWAL via mobile
TXN002790,CUST0803,ACC84760,RTGS,237321.07,branch,BR006,2024-10-05,SUCCESS,RTGS via branch
TXN002791,CUST0726,ACC85440,LOAN_EMI,409099.06,branch,BR001,2024-02-01,SUCCESS,LOAN_EMI via branch
TXN002792,CUST0501,ACC67175,DEPOSIT,241521.07,pos,BR002,2024-11-28,SUCCESS,DEPOSIT via pos
TXN002793,CUST0118,ACC61346,LOAN_EMI,488378.93,internet,BR010,2024-08-16,SUCCESS,LOAN_EMI via internet
TXN002794,CUST0481,ACC36500,NEFT,98236.52,mobile,BR001,2024-07-03,SUCCESS,NEFT via mobile
TXN002795,CUST0221,ACC52130,UPI,431119.29,internet,BR005,2024-12-16,SUCCESS,UPI via internet
TXN002796,CUST0216,ACC54747,DEPOSIT,472923.96,internet,BR003,2024-07-02,SUCCESS,DEPOSIT via internet
TXN002797,CUST0479,ACC13800,ATM_WITHDRAWAL,430372.63,atm,BR006,2024-07-25,SUCCESS,ATM_WITHDRAWAL via atm
TXN002798,CUST0493,ACC21166,NEFT,340132.01,branch,BR003,2024-10-06,SUCCESS,NEFT via branch
TXN002799,CUST0737,ACC62314,WITHDRAWAL,431361.41,pos,BR002,2024-03-07,SUCCESS,WITHDRAWAL via pos
TXN002800,CUST0260,ACC57699,RTGS,322339.45,pos,BR005,2024-11-04,SUCCESS,RTGS via pos
TXN002801,CUST0990,ACC37145,PAYMENT,249164.87,pos,BR008,2024-01-11,SUCCESS,PAYMENT via pos
TXN002802,CUST0518,ACC11534,UPI,289431.93,branch,BR007,2024-11-12,SUCCESS,UPI via branch
TXN002803,CUST0031,ACC66009,LOAN_EMI,20510.51,branch,BR008,2024-09-07,SUCCESS,LOAN_EMI via branch
TXN002804,CUST0698,ACC94605,LOAN_EMI,220739.59,upi,BR005,2024-09-07,SUCCESS,LOAN_EMI via upi
TXN002805,CUST0234,ACC43332,NEFT,420728.39,internet,BR008,2024-04-14,FAILED,NEFT via internet
TXN002806,CUST0337,ACC96498,LOAN_EMI,345080.95,branch,BR005,2024-05-20,SUCCESS,LOAN_EMI via branch
TXN002807,CUST0190,ACC77380,DEPOSIT,307208.13,mobile,BR002,2024-08-18,SUCCESS,DEPOSIT via mobile
TXN002808,CUST0519,ACC42094,ATM_WITHDRAWAL,401813.96,internet,BR004,2024-12-03,SUCCESS,ATM_WITHDRAWAL via internet
TXN002809,CUST0763,ACC78060,FD_BOOKING,373081.71,pos,BR005,2024-05-09,SUCCESS,FD_BOOKING via pos
TXN002810,CUST0565,ACC83658,RTGS,450509.93,upi,BR010,2024-04-01,SUCCESS,RTGS via upi
TXN002811,CUST0191,ACC92000,DEPOSIT,230637.7,internet,BR007,2024-01-28,SUCCESS,DEPOSIT via internet
TXN002812,CUST0351,ACC30252,ATM_WITHDRAWAL,309694.96,branch,BR002,2024-12-12,SUCCESS,ATM_WITHDRAWAL via branch
TXN002813,CUST0854,ACC95062,DEPOSIT,449476.56,pos,BR010,2024-11-20,SUCCESS,DEPOSIT via pos
TXN002814,CUST0201,ACC38697,DEPOSIT,479701.43,mobile,BR004,2024-06-28,FAILED,DEPOSIT via mobile
TXN002815,CUST0362,ACC44699,DEPOSIT,489237.91,branch,BR008,2024-10-21,SUCCESS,DEPOSIT via branch
TXN002816,CUST0823,ACC56297,LOAN_EMI,402566.61,branch,BR003,2024-11-15,SUCCESS,LOAN_EMI via branch
TXN002817,CUST0168,ACC13375,WITHDRAWAL,73070.15,upi,BR010,2024-06-07,SUCCESS,WITHDRAWAL via upi
TXN002818,CUST1000,ACC52776,DEPOSIT,11093.63,mobile,BR004,2024-02-22,FAILED,DEPOSIT via mobile
TXN002819,CUST0144,ACC15109,ATM_WITHDRAWAL,466646.84,mobile,BR001,2024-05-17,SUCCESS,ATM_WITHDRAWAL via mobile
TXN002820,CUST0801,ACC14264,RTGS,118833.17,branch,BR006,2024-05-17,SUCCESS,RTGS via branch
TXN002821,CUST0460,ACC38510,NEFT,179521.9,atm,BR010,2024-08-07,SUCCESS,NEFT via atm
TXN002822,CUST0539,ACC29708,LOAN_EMI,415530.75,internet,BR006,2024-04-17,SUCCESS,LOAN_EMI via internet
TXN002823,CUST0384,ACC21094,NEFT,78491.34,mobile,BR004,2024-09-28,SUCCESS,NEFT via mobile
TXN002824,CUST0955,ACC45977,TRANSFER,293482.08,branch,BR009,2024-06-06,SUCCESS,TRANSFER via branch
TXN002825,CUST0374,ACC94740,UPI,342812.01,pos,BR009,2024-11-24,SUCCESS,UPI via pos
TXN002826,CUST0927,ACC54361,RTGS,20605.24,branch,BR009,2024-02-19,SUCCESS,RTGS via branch
TXN002827,CUST0745,ACC91340,FD_BOOKING,422498.53,internet,BR009,2024-08-13,SUCCESS,FD_BOOKING via internet
TXN002828,CUST0819,ACC54378,DEPOSIT,412296.13,internet,BR009,2024-09-10,SUCCESS,DEPOSIT via internet
TXN002829,CUST0118,ACC52642,DEPOSIT,255259.47,mobile,BR005,2024-05-14,SUCCESS,DEPOSIT via mobile
TXN002830,CUST0043,ACC41106,FD_BOOKING,13478.42,atm,BR010,2024-06-12,SUCCESS,FD_BOOKING via atm
TXN002831,CUST0616,ACC37568,FD_BOOKING,430485.26,pos,BR009,2024-02-28,SUCCESS,FD_BOOKING via pos
TXN002832,CUST0775,ACC27577,TRANSFER,223373.69,internet,BR005,2024-08-25,SUCCESS,TRANSFER via internet
TXN002833,CUST0643,ACC75097,UPI,135827.55,pos,BR003,2024-06-10,SUCCESS,UPI via pos
TXN002834,CUST0121,ACC26540,PAYMENT,257205.77,mobile,BR005,2024-12-19,SUCCESS,PAYMENT via mobile
TXN002835,CUST0255,ACC73245,RTGS,235021.59,branch,BR001,2024-08-02,SUCCESS,RTGS via branch
TXN002836,CUST0896,ACC53376,FD_BOOKING,299962.72,internet,BR009,2024-05-19,SUCCESS,FD_BOOKING via internet
TXN002837,CUST0427,ACC70534,LOAN_EMI,461019.3,branch,BR007,2024-07-05,SUCCESS,LOAN_EMI via branch
TXN002838,CUST0578,ACC54684,ATM_WITHDRAWAL,329529.62,atm,BR002,2024-03-11,SUCCESS,ATM_WITHDRAWAL via atm
TXN002839,CUST0227,ACC55024,DEPOSIT,465071.6,atm,BR007,2024-08-09,SUCCESS,DEPOSIT via atm
TXN002840,CUST0811,ACC12729,ATM_WITHDRAWAL,150632.81,mobile,BR003,2024-08-05,SUCCESS,ATM_WITHDRAWAL via mobile
TXN002841,CUST0407,ACC57244,PAYMENT,402654.12,internet,BR006,2024-02-23,SUCCESS,PAYMENT via internet
TXN002842,CUST0283,ACC23529,UPI,453210.39,upi,BR001,2024-01-11,SUCCESS,UPI via upi
TXN002843,CUST0374,ACC54091,NEFT,120405.75,internet,BR006,2024-06-20,FAILED,NEFT via internet
TXN002844,CUST0910,ACC57648,ATM_WITHDRAWAL,400729.92,branch,BR007,2024-09-22,SUCCESS,ATM_WITHDRAWAL via branch
TXN002845,CUST0382,ACC96248,UPI,349707.8,atm,BR007,2024-09-02,SUCCESS,UPI via atm
TXN002846,CUST0802,ACC90315,FD_BOOKING,379337.93,internet,BR010,2024-02-01,SUCCESS,FD_BOOKING via internet
TXN002847,CUST0778,ACC16660,LOAN_EMI,100541.43,atm,BR002,2024-06-11,SUCCESS,LOAN_EMI via atm
TXN002848,CUST0573,ACC52081,TRANSFER,46835.51,upi,BR010,2024-08-19,SUCCESS,TRANSFER via upi
TXN002849,CUST0401,ACC82874,ATM_WITHDRAWAL,443594.74,pos,BR004,2024-02-22,SUCCESS,ATM_WITHDRAWAL via pos
TXN002850,CUST0037,ACC78617,RTGS,477836.59,pos,BR009,2024-09-12,SUCCESS,RTGS via pos
TXN002851,CUST0026,ACC21533,DEPOSIT,184340.06,pos,BR004,2024-10-03,SUCCESS,DEPOSIT via pos
TXN002852,CUST0379,ACC36818,TRANSFER,21950.86,atm,BR005,2024-01-02,SUCCESS,TRANSFER via atm
TXN002853,CUST0195,ACC99911,PAYMENT,353836.67,pos,BR007,2024-04-16,SUCCESS,PAYMENT via pos
TXN002854,CUST0190,ACC10319,PAYMENT,271717.26,upi,BR008,2024-09-06,FAILED,PAYMENT via upi
TXN002855,CUST0975,ACC18229,NEFT,266194.66,mobile,BR009,2024-05-10,FAILED,NEFT via mobile
TXN002856,CUST0461,ACC78122,WITHDRAWAL,376370.01,atm,BR008,2024-07-13,SUCCESS,WITHDRAWAL via atm
TXN002857,CUST0904,ACC45778,TRANSFER,369600.2,pos,BR004,2024-05-17,SUCCESS,TRANSFER via pos
TXN002858,CUST0191,ACC48528,TRANSFER,371454.65,atm,BR007,2024-05-16,SUCCESS,TRANSFER via atm
TXN002859,CUST0746,ACC64136,LOAN_EMI,137479.47,branch,BR005,2024-08-21,SUCCESS,LOAN_EMI via branch
TXN002860,CUST0785,ACC99682,TRANSFER,380836.57,pos,BR007,2024-07-08,SUCCESS,TRANSFER via pos
TXN002861,CUST0804,ACC95354,FD_BOOKING,259189.76,upi,BR009,2024-08-15,SUCCESS,FD_BOOKING via upi
TXN002862,CUST0310,ACC45733,RTGS,283282.52,internet,BR007,2024-09-15,SUCCESS,RTGS via internet
TXN002863,CUST0314,ACC43717,ATM_WITHDRAWAL,407742.19,mobile,BR010,2024-10-23,SUCCESS,ATM_WITHDRAWAL via mobile
TXN002864,CUST0095,ACC52865,FD_BOOKING,404062.3,atm,BR005,2024-11-05,SUCCESS,FD_BOOKING via atm
TXN002865,CUST0286,ACC11341,TRANSFER,313339.97,pos,BR001,2024-09-19,SUCCESS,TRANSFER via pos
TXN002866,CUST0275,ACC87221,ATM_WITHDRAWAL,195297.38,upi,BR009,2024-02-04,SUCCESS,ATM_WITHDRAWAL via upi
TXN002867,CUST0551,ACC33863,TRANSFER,288311.6,mobile,BR004,2024-11-25,SUCCESS,TRANSFER via mobile
TXN002868,CUST0999,ACC94620,TRANSFER,133218.21,pos,BR008,2024-03-06,SUCCESS,TRANSFER via pos
TXN002869,CUST0232,ACC71303,PAYMENT,115278.86,upi,BR009,2024-05-02,PENDING,PAYMENT via upi
TXN002870,CUST0692,ACC18430,PAYMENT,257389.1,atm,BR005,2024-12-17,FAILED,PAYMENT via atm
TXN002871,CUST0508,ACC75725,PAYMENT,25823.74,internet,BR006,2024-06-19,SUCCESS,PAYMENT via internet
TXN002872,CUST0820,ACC52670,UPI,331329.92,upi,BR006,2024-08-17,SUCCESS,UPI via upi
TXN002873,CUST0694,ACC10279,DEPOSIT,443357.52,internet,BR002,2024-12-05,SUCCESS,DEPOSIT via internet
TXN002874,CUST0653,ACC72780,ATM_WITHDRAWAL,130643.02,internet,BR010,2024-05-07,FAILED,ATM_WITHDRAWAL via internet
TXN002875,CUST0938,ACC39385,TRANSFER,233499.38,internet,BR007,2024-02-09,FAILED,TRANSFER via internet
TXN002876,CUST0364,ACC35281,LOAN_EMI,399838.1,mobile,BR001,2024-01-10,SUCCESS,LOAN_EMI via mobile
TXN002877,CUST0702,ACC76860,ATM_WITHDRAWAL,221594.1,atm,BR002,2024-06-05,SUCCESS,ATM_WITHDRAWAL via atm
TXN002878,CUST0334,ACC20855,RTGS,46434.87,pos,BR006,2024-11-22,SUCCESS,RTGS via pos
TXN002879,CUST0349,ACC63588,FD_BOOKING,313712.02,mobile,BR004,2024-06-28,SUCCESS,FD_BOOKING via mobile
TXN002880,CUST0051,ACC81227,WITHDRAWAL,312991.39,mobile,BR003,2024-03-23,SUCCESS,WITHDRAWAL via mobile
TXN002881,CUST0889,ACC72363,ATM_WITHDRAWAL,205437.22,mobile,BR003,2024-08-22,SUCCESS,ATM_WITHDRAWAL via mobile
TXN002882,CUST0734,ACC16241,LOAN_EMI,64515.47,mobile,BR009,2024-02-01,SUCCESS,LOAN_EMI via mobile
TXN002883,CUST0943,ACC76244,RTGS,485274.33,upi,BR008,2024-01-02,SUCCESS,RTGS via upi
TXN002884,CUST0130,ACC89054,WITHDRAWAL,264419.55,internet,BR008,2024-11-25,SUCCESS,WITHDRAWAL via internet
TXN002885,CUST0303,ACC86071,ATM_WITHDRAWAL,180988.56,pos,BR001,2024-06-28,SUCCESS,ATM_WITHDRAWAL via pos
TXN002886,CUST0020,ACC33617,FD_BOOKING,308249.03,atm,BR002,2024-02-26,SUCCESS,FD_BOOKING via atm
TXN002887,CUST0325,ACC76034,PAYMENT,22469.14,branch,BR008,2024-08-24,SUCCESS,PAYMENT via branch
TXN002888,CUST0737,ACC58009,WITHDRAWAL,110490.56,atm,BR002,2024-01-20,SUCCESS,WITHDRAWAL via atm
TXN002889,CUST0919,ACC28341,WITHDRAWAL,200786.59,pos,BR008,2024-05-11,SUCCESS,WITHDRAWAL via pos
TXN002890,CUST0206,ACC70280,WITHDRAWAL,141329.87,atm,BR004,2024-03-02,SUCCESS,WITHDRAWAL via atm
TXN002891,CUST0085,ACC89900,TRANSFER,221790.51,mobile,BR002,2024-03-14,SUCCESS,TRANSFER via mobile
TXN002892,CUST0360,ACC62185,DEPOSIT,87849.35,mobile,BR007,2024-02-14,FAILED,DEPOSIT via mobile
TXN002893,CUST0348,ACC76871,DEPOSIT,209318.12,mobile,BR005,2024-08-11,SUCCESS,DEPOSIT via mobile
TXN002894,CUST0154,ACC65179,UPI,470094.26,branch,BR004,2024-07-21,SUCCESS,UPI via branch
TXN002895,CUST0766,ACC17529,TRANSFER,227401.84,internet,BR002,2024-01-01,SUCCESS,TRANSFER via internet
TXN002896,CUST0365,ACC99808,ATM_WITHDRAWAL,274974.58,branch,BR007,2024-10-01,SUCCESS,ATM_WITHDRAWAL via branch
TXN002897,CUST0980,ACC19963,WITHDRAWAL,485738.48,branch,BR009,2024-02-28,SUCCESS,WITHDRAWAL via branch
TXN002898,CUST0891,ACC88489,PAYMENT,405115.44,mobile,BR006,2024-04-19,SUCCESS,PAYMENT via mobile
TXN002899,CUST0779,ACC40323,DEPOSIT,314858.95,internet,BR005,2024-09-10,SUCCESS,DEPOSIT via internet
TXN002900,CUST0718,ACC51900,WITHDRAWAL,435449.32,atm,BR006,2024-08-27,SUCCESS,WITHDRAWAL via atm
TXN002901,CUST0453,ACC86242,LOAN_EMI,94253.9,branch,BR009,2024-04-02,SUCCESS,LOAN_EMI via branch
TXN002902,CUST0181,ACC61897,LOAN_EMI,206191.2,pos,BR006,2024-11-22,SUCCESS,LOAN_EMI via pos
TXN002903,CUST0114,ACC85174,DEPOSIT,71427.98,branch,BR005,2024-02-28,SUCCESS,DEPOSIT via branch
TXN002904,CUST0928,ACC18492,FD_BOOKING,355076.42,pos,BR009,2024-01-25,SUCCESS,FD_BOOKING via pos
TXN002905,CUST0052,ACC89533,PAYMENT,95261.64,atm,BR006,2024-12-08,SUCCESS,PAYMENT via atm
TXN002906,CUST0427,ACC36618,PAYMENT,3355.94,atm,BR006,2024-12-10,SUCCESS,PAYMENT via atm
TXN002907,CUST0718,ACC16938,DEPOSIT,288861.69,pos,BR005,2024-02-13,SUCCESS,DEPOSIT via pos
TXN002908,CUST0270,ACC40577,UPI,464545.17,branch,BR003,2024-02-26,SUCCESS,UPI via branch
TXN002909,CUST0849,ACC45331,UPI,30837.69,mobile,BR006,2024-12-23,SUCCESS,UPI via mobile
TXN002910,CUST0174,ACC82325,PAYMENT,431317.94,upi,BR010,2024-12-16,SUCCESS,PAYMENT via upi
TXN002911,CUST0658,ACC80657,FD_BOOKING,190403.05,branch,BR008,2024-07-20,SUCCESS,FD_BOOKING via branch
TXN002912,CUST0038,ACC56478,RTGS,47287.43,upi,BR004,2024-12-25,SUCCESS,RTGS via upi
TXN002913,CUST0032,ACC19068,DEPOSIT,342847.06,upi,BR006,2024-10-03,SUCCESS,DEPOSIT via upi
TXN002914,CUST0622,ACC81853,PAYMENT,123749.63,upi,BR002,2024-08-19,SUCCESS,PAYMENT via upi
TXN002915,CUST0911,ACC59255,LOAN_EMI,321827.22,branch,BR009,2024-10-23,SUCCESS,LOAN_EMI via branch
TXN002916,CUST0741,ACC49318,DEPOSIT,192914.97,upi,BR005,2024-06-27,SUCCESS,DEPOSIT via upi
TXN002917,CUST0758,ACC53784,RTGS,101395.66,internet,BR008,2024-01-22,SUCCESS,RTGS via internet
TXN002918,CUST0964,ACC60095,FD_BOOKING,3452.57,internet,BR007,2024-03-28,SUCCESS,FD_BOOKING via internet
TXN002919,CUST0551,ACC94938,FD_BOOKING,212746.78,upi,BR003,2024-08-04,SUCCESS,FD_BOOKING via upi
TXN002920,CUST0839,ACC30986,ATM_WITHDRAWAL,13132.07,mobile,BR007,2024-12-27,FAILED,ATM_WITHDRAWAL via mobile
TXN002921,CUST0125,ACC83546,ATM_WITHDRAWAL,256315.11,branch,BR002,2024-01-20,SUCCESS,ATM_WITHDRAWAL via branch
TXN002922,CUST0807,ACC38872,ATM_WITHDRAWAL,419234.8,pos,BR002,2024-10-09,SUCCESS,ATM_WITHDRAWAL via pos
TXN002923,CUST0004,ACC82842,WITHDRAWAL,326874.89,branch,BR001,2024-04-05,SUCCESS,WITHDRAWAL via branch
TXN002924,CUST0416,ACC97395,TRANSFER,263738.09,internet,BR009,2024-08-15,SUCCESS,TRANSFER via internet
TXN002925,CUST0872,ACC74980,DEPOSIT,42404.95,upi,BR010,2024-08-05,SUCCESS,DEPOSIT via upi
TXN002926,CUST0519,ACC26966,WITHDRAWAL,52680.09,internet,BR007,2024-11-21,SUCCESS,WITHDRAWAL via internet
TXN002927,CUST0615,ACC62590,LOAN_EMI,217063.66,atm,BR008,2024-04-21,SUCCESS,LOAN_EMI via atm
TXN002928,CUST0609,ACC57450,ATM_WITHDRAWAL,347712.48,pos,BR002,2024-10-27,SUCCESS,ATM_WITHDRAWAL via pos
TXN002929,CUST0038,ACC56412,WITHDRAWAL,485470.1,internet,BR007,2024-04-28,FAILED,WITHDRAWAL via internet
TXN002930,CUST0854,ACC84571,UPI,398560.58,upi,BR009,2024-11-20,SUCCESS,UPI via upi
TXN002931,CUST0046,ACC16384,UPI,178526.53,atm,BR008,2024-12-09,SUCCESS,UPI via atm
TXN002932,CUST0740,ACC78805,ATM_WITHDRAWAL,319517.19,mobile,BR006,2024-09-04,SUCCESS,ATM_WITHDRAWAL via mobile
TXN002933,CUST0749,ACC24811,UPI,363496.47,internet,BR009,2024-08-10,SUCCESS,UPI via internet
TXN002934,CUST0622,ACC41294,FD_BOOKING,431671.87,pos,BR010,2024-11-22,FAILED,FD_BOOKING via pos
TXN002935,CUST0671,ACC82098,LOAN_EMI,108158.46,mobile,BR006,2024-07-20,SUCCESS,LOAN_EMI via mobile
TXN002936,CUST0481,ACC26278,TRANSFER,175398.9,branch,BR002,2024-10-07,SUCCESS,TRANSFER via branch
TXN002937,CUST0390,ACC43314,ATM_WITHDRAWAL,320241.97,branch,BR003,2024-07-26,SUCCESS,ATM_WITHDRAWAL via branch
TXN002938,CUST0592,ACC21671,RTGS,210172.33,pos,BR010,2024-04-07,SUCCESS,RTGS via pos
TXN002939,CUST0695,ACC14924,PAYMENT,313594.09,mobile,BR009,2024-08-18,SUCCESS,PAYMENT via mobile
TXN002940,CUST0329,ACC94068,ATM_WITHDRAWAL,265231.66,pos,BR008,2024-06-08,SUCCESS,ATM_WITHDRAWAL via pos
TXN002941,CUST0864,ACC53448,TRANSFER,211820.49,mobile,BR001,2024-03-20,SUCCESS,TRANSFER via mobile
TXN002942,CUST0795,ACC81940,UPI,126865.2,pos,BR002,2024-02-06,SUCCESS,UPI via pos
TXN002943,CUST0413,ACC87449,RTGS,98564.24,upi,BR006,2024-02-15,SUCCESS,RTGS via upi
TXN002944,CUST0997,ACC31653,TRANSFER,68808.7,mobile,BR002,2024-08-21,SUCCESS,TRANSFER via mobile
TXN002945,CUST0442,ACC53993,DEPOSIT,396628.57,pos,BR005,2024-11-24,SUCCESS,DEPOSIT via pos
TXN002946,CUST0450,ACC58958,DEPOSIT,158201.28,atm,BR008,2024-12-16,SUCCESS,DEPOSIT via atm
TXN002947,CUST0577,ACC20338,UPI,150397.73,branch,BR003,2024-11-10,SUCCESS,UPI via branch
TXN002948,CUST0657,ACC51846,PAYMENT,174936.11,pos,BR002,2024-02-23,SUCCESS,PAYMENT via pos
TXN002949,CUST0361,ACC14149,RTGS,70447.2,atm,BR003,2024-01-20,SUCCESS,RTGS via atm
TXN002950,CUST0036,ACC34654,ATM_WITHDRAWAL,295802.92,internet,BR008,2024-11-12,PENDING,ATM_WITHDRAWAL via internet
TXN002951,CUST0191,ACC90191,LOAN_EMI,98619.86,pos,BR002,2024-07-18,SUCCESS,LOAN_EMI via pos
TXN002952,CUST0847,ACC70373,DEPOSIT,403312.64,pos,BR006,2024-06-01,SUCCESS,DEPOSIT via pos
TXN002953,CUST0778,ACC45687,PAYMENT,387027.96,pos,BR005,2024-05-26,SUCCESS,PAYMENT via pos
TXN002954,CUST0805,ACC18841,DEPOSIT,149990.99,atm,BR010,2024-08-09,SUCCESS,DEPOSIT via atm
TXN002955,CUST0358,ACC46491,RTGS,75211.82,branch,BR002,2024-09-26,SUCCESS,RTGS via branch
TXN002956,CUST0559,ACC93935,RTGS,207887.9,pos,BR002,2024-04-05,SUCCESS,RTGS via pos
TXN002957,CUST0884,ACC92268,RTGS,122785.42,atm,BR006,2024-04-17,SUCCESS,RTGS via atm
TXN002958,CUST0515,ACC93120,WITHDRAWAL,50462.65,internet,BR008,2024-01-28,SUCCESS,WITHDRAWAL via internet
TXN002959,CUST0470,ACC58422,ATM_WITHDRAWAL,26699.99,branch,BR007,2024-05-27,FAILED,ATM_WITHDRAWAL via branch
TXN002960,CUST0704,ACC31151,ATM_WITHDRAWAL,93769.47,internet,BR006,2024-05-14,PENDING,ATM_WITHDRAWAL via internet
TXN002961,CUST0004,ACC33313,WITHDRAWAL,415281.41,internet,BR005,2024-07-20,SUCCESS,WITHDRAWAL via internet
TXN002962,CUST0174,ACC28885,PAYMENT,284851.01,branch,BR008,2024-02-25,SUCCESS,PAYMENT via branch
TXN002963,CUST0683,ACC48679,PAYMENT,138169.8,atm,BR001,2024-10-11,SUCCESS,PAYMENT via atm
TXN002964,CUST0266,ACC71903,DEPOSIT,360399.09,branch,BR007,2024-01-26,SUCCESS,DEPOSIT via branch
TXN002965,CUST0949,ACC84800,NEFT,426631.18,branch,BR001,2024-08-19,PENDING,NEFT via branch
TXN002966,CUST0367,ACC24202,ATM_WITHDRAWAL,95023.92,mobile,BR002,2024-05-21,SUCCESS,ATM_WITHDRAWAL via mobile
TXN002967,CUST0088,ACC33241,DEPOSIT,456323.95,mobile,BR005,2024-11-04,SUCCESS,DEPOSIT via mobile
TXN002968,CUST0409,ACC18830,ATM_WITHDRAWAL,257346.21,pos,BR006,2024-07-09,SUCCESS,ATM_WITHDRAWAL via pos
TXN002969,CUST0088,ACC79308,FD_BOOKING,134979.31,mobile,BR004,2024-11-07,SUCCESS,FD_BOOKING via mobile
TXN002970,CUST0369,ACC11616,TRANSFER,258992.51,pos,BR002,2024-06-14,SUCCESS,TRANSFER via pos
TXN002971,CUST0901,ACC51876,NEFT,58374.76,upi,BR010,2024-02-22,SUCCESS,NEFT via upi
TXN002972,CUST0485,ACC81932,TRANSFER,282953.23,upi,BR006,2024-03-24,SUCCESS,TRANSFER via upi
TXN002973,CUST0607,ACC33367,TRANSFER,42913.61,pos,BR002,2024-11-22,SUCCESS,TRANSFER via pos
TXN002974,CUST0290,ACC30975,RTGS,291490.12,pos,BR005,2024-09-04,SUCCESS,RTGS via pos
TXN002975,CUST0292,ACC10896,WITHDRAWAL,108277.91,pos,BR006,2024-12-23,SUCCESS,WITHDRAWAL via pos
