complaint_id,customer_id,category,description,priority,status,branch_id,raised_date,resolved_date,channel
COMP0459,CUST0465,Fraud Alert,Customer raised issue regarding fraud alert,High,Open,BR005,2024-09-17,,branch
COMP0460,CUST0356,Mobile App Bug,Customer raised issue regarding mobile app bug,High,Resolved,BR007,2024-07-03,2024-08-01,website
COMP0461,CUST0674,Fraud Alert,Customer raised issue regarding fraud alert,High,Resolved,BR002,2024-08-03,2024-08-05,branch
COMP0462,CUST0889,Transfer Failed,Customer raised issue regarding transfer failed,High,Closed,BR003,2024-07-13,2024-07-27,website
COMP0463,CUST0567,KYC Pending,Customer raised issue regarding kyc pending,High,Resolved,BR006,2024-04-25,2024-05-23,mobile_app
COMP0464,CUST0226,Interest Dispute,Customer raised issue regarding interest dispute,Critical,Closed,BR007,2024-06-20,2024-07-10,email
COMP0465,CUST0634,Fraud Alert,Customer raised issue regarding fraud alert,Low,In Progress,BR004,2024-05-10,,call_center
COMP0466,CUST0239,Branch Service,Customer raised issue regarding branch service,Low,Closed,BR003,2024-03-13,2024-03-27,email
COMP0467,CUST0523,Card Blocked,Customer raised issue regarding card blocked,Low,Closed,BR002,2024-05-13,2024-06-11,call_center
COMP0468,CUST0562,Branch Service,Customer raised issue regarding branch service,Medium,Closed,BR004,2024-12-11,2024-12-29,branch
COMP0469,CUST0676,KYC Pending,Customer raised issue regarding kyc pending,Medium,In Progress,BR002,2024-11-12,,branch
COMP0470,CUST0646,Loan Query,Customer raised issue regarding loan query,Low,In Progress,BR006,2024-07-04,,branch
COMP0471,CUST0969,Interest Dispute,Customer raised issue regarding interest dispute,Low,In Progress,BR008,2024-09-10,,mobile_app
COMP0472,CUST0193,Card Blocked,Customer raised issue regarding card blocked,High,Closed,BR010,2024-04-15,2024-04-21,call_center
COMP0473,CUST0233,Fraud Alert,Customer raised issue regarding fraud alert,Low,Closed,BR007,2024-02-20,2024-03-14,mobile_app
COMP0474,CUST0571,Wrong Charge,Customer raised issue regarding wrong charge,Medium,Resolved,BR009,2024-09-11,2024-10-03,website
COMP0475,CUST0971,Card Blocked,Customer raised issue regarding card blocked,Medium,Open,BR004,2024-11-23,,email
COMP0476,CUST0713,Interest Dispute,Customer raised issue regarding interest dispute,High,Open,BR009,2024-08-10,,mobile_app
COMP0477,CUST0281,ATM Issue,Customer raised issue regarding atm issue,Critical,In Progress,BR010,2024-08-05,,website
COMP0478,CUST0644,Transfer Failed,Customer raised issue regarding transfer failed,Low,Closed,BR006,2024-07-11,2024-07-26,mobile_app
COMP0479,CUST0604,Fraud Alert,Customer raised issue regarding fraud alert,Low,Closed,BR002,2024-09-08,2024-10-02,email
COMP0480,CUST0269,Wrong Charge,Customer raised issue regarding wrong charge,High,Open,BR002,2024-09-02,,website
COMP0481,CUST0324,Card Blocked,Customer raised issue regarding card blocked,High,Resolved,BR002,2024-10-22,2024-10-27,email
COMP0482,CUST0107,KYC Pending,Customer raised issue regarding kyc pending,Medium,Closed,BR004,2024-05-18,2024-05-27,branch
COMP0483,CUST0069,Transfer Failed,Customer raised issue regarding transfer failed,Low,Closed,BR001,2024-11-22,2024-12-05,email
COMP0484,CUST0622,Mobile App Bug,Customer raised issue regarding mobile app bug,High,Resolved,BR006,2024-04-08,2024-04-24,email
COMP0485,CUST0864,Wrong Charge,Customer raised issue regarding wrong charge,Low,Open,BR006,2024-07-20,,branch
COMP0486,CUST0283,Transfer Failed,Customer raised issue regarding transfer failed,Low,Closed,BR005,2024-02-12,2024-03-12,mobile_app
COMP0487,CUST0234,Loan Query,Customer raised issue regarding loan query,Critical,Closed,BR009,2024-05-01,2024-05-25,website
COMP0488,CUST0091,Loan Query,Customer raised issue regarding loan query,High,Open,BR008,2024-09-03,,branch
COMP0489,CUST0634,ATM Issue,Customer raised issue regarding atm issue,Critical,Open,BR010,2024-06-16,,branch
COMP0490,CUST0673,Card Blocked,Customer raised issue regarding card blocked,High,Open,BR005,2024-10-12,,branch
COMP0491,CUST0287,Fraud Alert,Customer raised issue regarding fraud alert,High,Resolved,BR009,2024-04-18,2024-05-04,call_center
COMP0492,CUST0393,Branch Service,Customer raised issue regarding branch service,Low,Closed,BR003,2024-10-13,2024-10-27,branch
COMP0493,CUST0866,Branch Service,Customer raised issue regarding branch service,Low,Resolved,BR004,2024-09-17,2024-10-16,branch
COMP0494,CUST0392,Branch Service,Customer raised issue regarding branch service,High,In Progress,BR008,2024-12-06,,call_center
COMP0495,CUST0668,ATM Issue,Customer raised issue regarding atm issue,Low,Closed,BR001,2024-05-24,2024-06-23,mobile_app
COMP0496,CUST0283,Card Blocked,Customer raised issue regarding card blocked,High,Open,BR004,2024-01-22,,branch
COMP0497,CUST0387,ATM Issue,Customer raised issue regarding atm issue,High,Resolved,BR002,2024-11-20,2024-12-10,branch
COMP0498,CUST0524,Mobile App Bug,Customer raised issue regarding mobile app bug,Critical,In Progress,BR004,2024-01-01,,call_center
COMP0499,CUST0505,Transfer Failed,Customer raised issue regarding transfer failed,Medium,In Progress,BR008,2024-03-06,,call_center
COMP0500,CUST0801,Interest Dispute,Customer raised issue regarding interest dispute,Medium,Closed,BR010,2024-06-02,2024-06-11,call_center
